iter	Passed	Remaining
460	792	926
461	793	923
462	794	921
463	795	919
464	796	916
465	798	915
466	799	912
467	800	910
468	802	908
469	803	905
470	804	903
471	805	901
472	806	898
473	807	896
474	809	894
475	810	891
476	811	889
477	812	887
478	813	885
479	815	882
480	816	880
481	817	878
482	818	876
483	819	874
484	821	871
485	822	869
486	824	868
487	825	865
488	826	863
489	827	861
490	829	859
491	830	857
492	831	855
493	832	853
494	834	850
495	835	848
496	836	846
497	837	844
498	839	842
499	840	840
500	841	838
501	843	836
502	844	834
503	845	832
504	846	829
505	847	827
506	848	825
507	850	823
508	851	821
509	852	819
510	853	817
511	855	815
512	856	813
513	857	811
514	859	809
515	860	807
516	861	805
517	863	803
518	864	800
519	865	798
520	866	797
521	868	795
522	869	793
523	871	791
524	872	789
525	873	787
526	875	785
527	876	783
528	878	781
529	879	779
530	880	777
531	882	776
532	883	774
533	885	772
534	886	770
535	888	769
536	890	767
537	891	765
538	892	763
539	894	761
540	895	759
541	896	757
542	898	756
543	900	754
544	901	752
545	902	750
546	903	748
547	905	746
548	906	744
549	907	742
550	909	740
551	910	738
552	911	736
553	913	735
554	914	733
555	916	731
556	917	729
557	918	727
558	920	726
559	922	724
560	923	722
561	924	720
562	925	718
563	927	716
564	928	715
565	930	713
566	932	711
567	933	709
568	934	708
569	935	706
570	937	704
571	938	702
572	940	700
573	941	698
574	942	696
575	944	695
576	946	693
577	947	691
578	948	689
579	950	688
580	951	686
581	952	684
582	954	682
583	955	680
584	957	679
585	958	677
586	960	675
587	961	673
588	963	672
589	964	670
590	965	668
591	967	666
592	968	664
593	969	662
594	970	660
595	972	658
596	973	657
597	975	655
598	976	653
599	977	651
600	979	649
601	980	648
602	981	646
603	982	644
604	983	642
605	985	640
606	986	638
607	987	636
608	989	635
609	990	633
610	992	631
611	993	630
612	995	628
613	996	626
614	998	624
615	999	623
616	1000	621
617	1002	619
618	1003	617
619	1004	615
620	1006	614
621	1008	612
622	1010	611
623	1012	610
624	1013	608
625	1015	606
626	1016	604
627	1017	602
628	1019	601
629	1020	599
630	1021	597
631	1022	595
632	1024	593
633	1025	592
634	1027	590
635	1028	588
636	1030	587
637	1031	585
638	1033	583
639	1035	582
640	1036	580
641	1037	578
642	1039	577
643	1040	575
644	1042	573
645	1043	571
646	1044	570
647	1046	568
648	1047	566
649	1048	564
650	1050	562
651	1051	561
652	1053	559
653	1054	558
654	1056	556
655	1057	554
656	1058	552
657	1060	550
658	1061	549
659	1062	547
660	1064	545
661	1065	544
662	1066	542
663	1068	540
664	1069	538
665	1071	537
666	1072	535
667	1074	533
668	1075	532
669	1076	530
670	1078	528
671	1079	526
672	1080	525
673	1082	523
674	1083	521
675	1084	519
676	1086	518
677	1087	516
678	1088	514
679	1089	512
680	1091	511
681	1092	509
682	1093	507
683	1095	506
684	1096	504
685	1097	502
686	1099	500
687	1100	498
688	1102	497
689	1103	495
690	1104	493
691	1105	492
692	1107	490
693	1108	488
694	1109	486
695	1110	485
696	1112	483
697	1113	481
698	1114	479
699	1115	478
700	1117	476
701	1118	474
702	1120	473
703	1121	471
704	1123	469
705	1123	468
706	1125	466
707	1126	464
708	1127	462
709	1129	461
710	1130	459
711	1132	457
712	1133	456
713	1134	454
714	1135	452
715	1137	451
716	1138	449
717	1139	447
718	1140	445
719	1142	444
720	1143	442
721	1144	440
722	1146	439
723	1147	437
724	1148	435
725	1149	433
726	1151	432
727	1152	430
728	1153	428
729	1154	427
730	1155	425
731	1157	423
732	1158	421
733	1159	420
734	1161	418
735	1162	417
736	1164	415
737	1165	413
738	1166	412
739	1168	410
740	1169	408
741	1170	406
742	1171	405
743	1173	403
744	1174	402
745	1175	400
746	1177	398
747	1178	396
748	1179	395
749	1180	393
750	1181	391
751	1182	390
752	1184	388
753	1185	386
754	1186	385
755	1188	383
756	1189	381
757	1191	380
758	1192	378
759	1193	376
760	1195	375
761	1196	373
762	1197	371
763	1198	370
764	1199	368
765	1201	366
766	1202	365
767	1203	363
768	1204	361
769	1206	360
770	1207	358
771	1208	356
772	1209	355
773	1211	353
774	1212	352
775	1213	350
776	1214	348
777	1216	347
778	1217	345
779	1218	343
780	1220	342
781	1221	340
782	1222	338
783	1224	337
784	1225	335
785	1226	333
786	1227	332
787	1229	330
788	1230	329
789	1231	327
790	1232	325
791	1234	324
792	1235	322
793	1236	320
794	1237	319
795	1238	317
796	1240	315
797	1241	314
798	1242	312
799	1243	310
800	1244	309
801	1246	307
802	1247	306
803	1248	304
804	1250	302
805	1251	301
806	1252	299
807	1254	298
808	1255	296
809	1256	294
810	1257	293
811	1258	291
812	1259	289
813	1261	288
814	1262	286
815	1263	284
816	1264	283
817	1265	281
818	1266	280
819	1268	278
820	1269	276
821	1270	275
822	1271	273
823	1272	271
824	1274	270
825	1275	268
826	1276	267
827	1277	265
828	1278	263
829	1279	262
830	1281	260
831	1282	258
832	1283	257
833	1285	255
834	1286	254
835	1287	252
836	1288	250
837	1290	249
838	1291	247
839	1292	246
840	1294	244
841	1295	243
842	1296	241
843	1297	239
844	1299	238
845	1300	236
846	1301	235
847	1302	233
848	1304	231
849	1305	230
850	1306	228
851	1307	227
852	1309	225
853	1310	224
854	1311	222
855	1312	220
856	1314	219
857	1315	217
858	1316	216
859	1318	214
860	1319	213
861	1320	211
862	1322	209
863	1323	208
864	1324	206
865	1325	205
866	1326	203
867	1328	201
868	1329	200
869	1330	198
870	1331	197
871	1332	195
872	1334	194
873	1335	192
874	1336	190
875	1337	189
876	1339	187
877	1340	186
878	1341	184
879	1342	183
880	1343	181
881	1345	179
882	1346	178
883	1347	176
884	1349	175
885	1350	173
886	1351	172
887	1352	170
888	1354	169
889	1355	167
890	1357	166
891	1358	164
892	1360	162
893	1361	161
894	1362	159
895	1364	158
896	1365	156
897	1366	155
898	1368	153
899	1369	152
900	1370	150
901	1372	149
902	1373	147
903	1375	146
904	1376	144
905	1378	142
906	1379	141
907	1381	139
908	1382	138
909	1383	136
910	1385	135
911	1386	133
912	1388	132
913	1389	130
914	1390	129
915	1392	127
916	1394	126
917	1395	124
918	1396	123
919	1397	121
920	1399	120
921	1400	118
922	1402	116
923	1403	115
924	1405	113
925	1407	112
926	1408	110
927	1409	109
928	1411	107
929	1412	106
930	1413	104
931	1415	103
932	1416	101
933	1418	100
934	1419	98
935	1420	97
936	1421	95
937	1423	94
938	1424	92
939	1425	90
940	1426	89
941	1428	87
942	1429	86
943	1431	84
944	1432	83
945	1433	81
946	1435	80
947	1437	78
948	1438	77
949	1440	75
950	1441	74
951	1442	72
952	1444	71
953	1445	69
954	1446	68
955	1448	66
956	1449	65
957	1450	63
958	1452	62
959	1453	60
960	1454	59
961	1456	57
962	1458	56
963	1459	54
964	1461	52
965	1462	51
966	1464	49
967	1465	48
968	1467	46
969	1468	45
970	1469	43
971	1471	42
972	1472	40
973	1473	39
974	1474	37
975	1476	36
976	1477	34
977	1478	33
978	1480	31
979	1481	30
980	1482	28
981	1483	27
982	1485	25
983	1486	24
984	1487	22
985	1488	21
986	1489	19
987	1491	18
988	1492	16
989	1493	15
990	1495	13
991	1496	12
992	1498	10
993	1499	9
994	1501	7
995	1502	6
996	1503	4
997	1505	3
998	1506	1
999	1507	0
